,ID,Year_Birth,Year_Old,CustomerFor,Dt_Customer,Education,Marital_Status,Income,Kidhome,Teenhome,ChildrenHome,Recency,MntSpentTotal,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,PurchaseLastMonth,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,AcceptedCmpTotal,Complain,Z_CostContact,Z_Revenue
549,2256,1973,51,3752 days,2014-03-29,Master,Married,27159,1,1,2,33,21,17,0,3,0,0,1,0,2,1,0,3,6,0,0,0,0,0,0,0,0,3,11
550,4279,1963,61,3750 days,2014-03-31,2n Cycle,Single,39548,1,1,2,87,54,15,4,10,3,4,18,0,2,1,1,3,3,0,0,0,0,0,0,0,0,3,11
551,5371,1989,35,3742 days,2014-04-08,Graduation,Single,21474,1,0,1,0,91,6,16,24,11,0,34,1,2,3,1,2,7,0,0,1,0,0,1,2,0,3,11
552,9240,1971,53,3802 days,2014-02-07,PhD,Single,60504,0,1,1,73,526,458,0,24,6,4,34,0,2,6,2,8,6,0,0,0,0,0,0,0,0,3,11
553,9460,1963,61,4097 days,2013-04-18,Graduation,Married,22419,0,0,0,74,162,30,3,47,19,21,42,0,1,3,2,2,8,0,0,0,0,0,0,0,0,3,11
554,9504,1949,75,3895 days,2013-11-06,Master,Married,81698,0,0,0,4,1008,179,28,520,111,123,47,1,1,3,8,13,1,0,0,0,0,0,1,1,0,3,11
555,8692,1952,72,4315 days,2012-09-12,Graduation,Together,43462,1,1,2,50,240,90,17,97,15,6,15,0,6,4,1,5,8,0,0,0,0,0,0,0,0,3,11
556,448,1978,46,4145 days,2013-03-01,PhD,Single,54880,1,0,1,57,795,308,85,137,102,45,118,0,2,6,2,11,5,0,0,0,0,0,0,0,0,3,11
557,8314,1982,42,4110 days,2013-04-05,Graduation,Married,79908,0,0,0,30,1772,557,129,761,29,185,111,0,1,5,6,7,2,0,0,0,0,1,0,1,0,3,11
558,8420,1970,54,3990 days,2013-08-03,2n Cycle,Married,15315,0,0,0,27,64,7,4,13,15,8,17,1,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11
559,3174,1959,65,4063 days,2013-05-22,Graduation,Together,87771,0,1,1,61,1957,1492,38,287,50,57,33,0,1,5,10,4,6,1,1,0,1,1,1,5,0,3,11
560,7685,1978,46,3953 days,2013-09-09,Graduation,Married,33039,1,0,1,4,78,30,8,12,8,8,12,1,1,2,0,4,5,0,0,0,0,0,0,0,0,3,11
561,3179,1980,44,4038 days,2013-06-16,Graduation,Single,81741,0,0,0,75,1572,249,153,940,58,134,38,0,0,6,6,7,2,0,0,0,0,0,0,0,0,3,11
562,9780,1971,53,4029 days,2013-06-25,Master,Together,71499,0,1,1,12,795,465,25,132,136,0,37,1,2,8,3,13,4,0,0,0,0,0,0,0,0,3,11
563,10681,1970,54,3825 days,2014-01-15,2n Cycle,Married,62466,0,1,1,13,889,129,129,259,168,121,83,1,5,6,3,12,4,0,0,0,0,0,0,0,0,3,11
564,10232,1963,61,3896 days,2013-11-05,PhD,Divorced,48799,0,1,1,9,331,174,18,81,28,6,24,1,3,3,2,7,3,0,0,0,0,0,0,0,0,3,11
565,4184,1950,74,3682 days,2014-06-07,PhD,Together,52157,0,1,1,48,265,189,2,29,3,2,40,0,2,3,2,5,4,0,0,0,0,0,0,0,0,3,11
566,9120,1962,62,4231 days,2012-12-05,Graduation,Single,66565,0,1,1,80,1065,747,10,161,65,40,42,0,4,4,2,9,8,0,0,0,0,0,0,0,0,3,11
567,891,1951,73,3955 days,2013-09-07,Master,Together,29298,1,1,2,60,11,6,0,2,2,0,1,0,1,1,0,2,5,0,0,0,0,0,0,0,0,3,11
568,10381,1979,45,4019 days,2013-07-05,Graduation,Single,47691,0,1,1,43,21,14,0,3,0,0,4,0,1,1,0,2,6,0,0,0,0,0,0,0,0,3,11
569,3525,1970,54,4229 days,2012-12-07,Graduation,Together,38200,1,1,2,19,17,12,0,4,0,0,1,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
570,6818,1974,50,4315 days,2012-09-12,Graduation,Married,44989,0,1,1,26,369,98,0,106,49,10,106,1,5,5,1,5,6,0,0,0,0,0,0,0,0,3,11
571,3526,1968,56,3813 days,2014-01-27,PhD,Married,38443,1,1,2,58,38,32,0,5,0,0,1,0,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11
572,8181,1978,46,3949 days,2013-09-13,2n Cycle,Single,38593,1,0,1,42,177,51,12,49,17,24,24,0,3,4,1,3,8,0,0,0,0,0,0,0,0,3,11
573,1029,1970,54,3992 days,2013-08-01,PhD,Together,64413,0,1,1,27,279,200,5,44,0,10,20,1,1,5,1,5,5,0,0,0,0,0,0,0,0,3,11
574,7369,1981,43,3930 days,2013-10-02,Master,Married,36959,1,0,1,56,62,25,6,25,6,0,0,0,2,2,0,3,8,0,0,0,0,0,0,0,0,3,11
575,2574,1977,47,4174 days,2013-01-31,PhD,Married,61996,0,1,1,27,1230,1050,12,144,0,0,24,1,3,6,4,8,5,1,1,0,1,0,1,4,0,3,11
576,8159,1968,56,3749 days,2014-04-01,Graduation,Married,51287,1,1,2,10,182,117,0,22,13,0,30,1,3,4,1,3,7,0,0,0,0,0,0,0,0,3,11
577,1160,1970,54,3970 days,2013-08-23,Graduation,Married,13260,1,1,2,48,49,9,4,17,10,2,7,0,4,3,0,3,8,0,0,0,0,0,0,0,0,3,11
578,10242,1966,58,3946 days,2013-09-16,PhD,Together,47472,1,1,2,39,75,56,0,11,0,0,8,0,2,2,0,4,5,0,0,0,0,0,0,0,0,3,11
579,5253,1956,68,4015 days,2013-07-09,Master,Together,54603,1,1,2,85,227,145,13,46,17,2,4,0,6,4,2,4,7,0,0,0,0,0,0,0,0,3,11
580,5966,1974,50,4256 days,2012-11-10,PhD,Married,45207,1,1,2,64,215,203,0,10,0,0,2,0,5,3,1,6,6,0,0,0,1,0,0,1,0,3,11
581,5314,1951,73,4128 days,2013-03-18,Graduation,Together,40689,0,1,1,69,444,270,3,27,39,6,99,0,7,7,1,5,8,0,0,0,0,0,0,0,0,3,11
582,5081,1967,57,3912 days,2013-10-20,2n Cycle,Together,47821,1,1,2,54,47,9,0,16,6,6,10,0,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11
583,5123,1951,73,4100 days,2013-04-15,Master,Married,27450,0,0,0,57,143,37,12,23,8,11,52,0,1,2,1,3,7,0,0,0,0,0,0,0,0,3,11
584,5756,1983,41,3747 days,2014-04-03,Graduation,Together,39453,1,0,1,64,55,46,0,7,0,0,2,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
585,8036,1971,53,3732 days,2014-04-18,2n Cycle,Together,26850,1,1,2,10,63,31,1,13,7,2,9,1,4,2,1,4,4,0,0,0,0,0,0,0,0,3,11
586,9058,1955,69,4304 days,2012-09-23,Graduation,Widow,79800,0,0,0,65,1867,1060,21,530,32,0,224,0,1,5,11,5,3,1,0,1,0,1,1,4,0,3,11
587,5057,1961,63,3948 days,2013-09-14,Master,Married,61794,0,1,1,74,611,264,47,188,54,47,11,0,2,4,4,10,2,0,0,0,0,0,0,0,0,3,11
588,254,1955,69,3703 days,2014-05-17,Graduation,Together,53863,0,1,1,4,473,399,4,30,6,4,30,1,3,7,1,7,7,0,0,0,1,0,0,1,0,3,11
589,4179,1959,65,3973 days,2013-08-20,Graduation,Together,24221,0,0,0,94,55,8,9,9,2,5,22,0,1,1,1,3,4,0,0,0,0,0,0,0,0,3,11
590,3710,1984,40,4285 days,2012-10-12,PhD,Single,39684,1,0,1,41,81,19,0,35,6,4,17,0,2,2,1,2,7,0,0,0,0,0,1,1,1,3,11
591,7627,1975,49,4224 days,2012-12-12,Master,Married,92163,0,0,0,25,2086,817,183,797,106,163,20,1,0,5,11,5,2,1,0,0,0,1,1,3,0,3,11
592,4501,1965,59,3891 days,2013-11-10,Master,Single,69882,0,0,0,94,1478,292,127,635,132,127,165,0,1,3,7,9,1,0,0,0,0,0,0,0,0,3,11
593,6424,1977,47,3810 days,2014-01-30,Graduation,Together,33178,1,0,1,9,49,12,6,2,11,2,16,1,1,1,0,3,4,0,0,0,0,0,0,0,0,3,11
594,3075,1972,52,3951 days,2013-09-11,PhD,Married,59973,0,0,0,47,382,130,30,168,20,34,0,0,1,3,4,7,1,0,0,0,0,0,0,0,0,3,11
595,4992,1975,49,3943 days,2013-09-19,Master,Together,17459,1,0,1,12,69,6,4,16,3,10,30,1,3,3,1,2,7,0,0,0,0,0,1,1,0,3,11
596,5252,1969,55,4271 days,2012-10-26,Graduation,Divorced,23910,1,0,1,80,67,16,12,18,7,1,13,0,1,2,0,3,7,0,0,0,0,0,0,0,0,3,11
597,7444,1969,55,3913 days,2013-10-19,Master,Married,42169,1,1,2,20,30,19,0,9,0,0,2,1,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11
598,6919,1978,46,4050 days,2013-06-04,2n Cycle,Married,26224,1,0,1,39,63,4,7,15,13,9,15,0,3,2,1,3,6,0,0,0,0,0,0,0,0,3,11
599,3537,1981,43,4341 days,2012-08-17,Graduation,Together,31089,1,0,1,57,79,31,3,31,2,8,4,0,3,3,0,4,8,0,0,0,0,0,0,0,0,3,11
600,10277,1961,63,4153 days,2013-02-21,Graduation,Single,30081,0,1,1,27,42,36,0,2,0,0,4,1,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
601,2453,1960,64,4327 days,2012-08-31,Graduation,Together,62807,0,1,1,83,819,526,28,135,10,21,99,0,3,5,3,12,5,0,0,0,0,0,0,0,0,3,11
602,7972,1955,69,3945 days,2013-09-17,Graduation,Single,72906,0,0,0,79,1151,400,32,519,71,75,54,0,1,3,4,9,1,0,0,0,0,0,0,0,0,3,11
603,895,1948,76,4227 days,2012-12-09,PhD,Married,61467,0,2,2,69,594,410,16,114,0,5,49,0,3,5,2,10,5,0,0,0,0,0,0,0,0,3,11
604,1177,1966,58,4179 days,2013-01-26,Master,Together,49618,1,1,2,77,129,80,3,26,4,2,14,0,4,3,1,3,7,0,0,0,0,0,0,0,0,3,11
605,7141,1986,38,4207 days,2012-12-29,Master,Single,21888,1,0,1,15,213,88,10,46,2,3,64,1,4,5,1,2,10,0,0,0,0,0,1,1,0,3,11
606,7232,1973,51,3798 days,2014-02-11,Graduation,Widow,42429,0,1,1,99,67,55,0,6,2,0,4,0,2,1,1,3,5,0,0,0,0,0,0,0,0,3,11
607,8477,1956,68,4135 days,2013-03-11,Graduation,Divorced,26150,2,1,3,61,28,5,1,13,3,5,1,0,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
608,2457,1975,49,4271 days,2012-10-26,Basic,Married,30801,0,1,1,23,45,8,4,5,15,2,11,1,2,1,0,3,7,0,0,0,0,0,0,0,0,3,11
609,988,1965,59,3713 days,2014-05-07,Graduation,Married,81168,0,0,0,84,1193,410,0,592,147,22,22,0,1,6,4,7,3,1,0,0,0,0,0,1,0,3,11
610,7930,1969,55,3974 days,2013-08-19,Master,Single,26877,0,0,0,74,268,101,13,76,20,18,40,0,2,3,1,6,6,0,0,0,0,0,0,0,0,3,11
611,4587,1944,80,4006 days,2013-07-18,Master,Widow,45006,0,0,0,90,266,162,25,53,16,0,10,0,1,3,1,7,3,0,0,0,0,0,0,0,0,3,11
612,6682,1973,51,4225 days,2012-12-11,Basic,Married,18978,1,0,1,41,37,2,8,1,4,7,15,0,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11
613,6222,1967,57,3904 days,2013-10-28,Graduation,Married,22574,2,1,3,28,37,25,0,8,2,0,2,1,2,2,0,3,7,0,0,0,0,0,0,0,0,3,11
614,10299,1969,55,4257 days,2012-11-09,PhD,Single,48240,0,0,0,73,882,389,91,248,64,49,41,0,3,6,3,13,5,0,0,0,0,0,1,1,0,3,11
615,3083,1974,50,3998 days,2013-07-26,Graduation,Married,45837,1,1,2,88,373,215,13,87,17,17,24,0,5,6,2,5,7,0,0,0,0,0,0,0,0,3,11
616,8953,1965,59,4079 days,2013-05-06,Master,Single,35791,2,1,3,94,35,27,0,5,0,0,3,0,2,1,0,3,8,0,0,0,0,0,0,0,0,3,11
617,1503,1976,48,4051 days,2013-06-03,PhD,Together,162397,1,1,2,31,107,85,1,16,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,11
618,8650,1978,46,4128 days,2013-03-18,Graduation,Widow,54162,1,1,2,31,42,5,6,10,6,5,10,0,1,1,0,3,4,0,0,0,0,0,0,0,0,3,11
619,10862,1960,64,4341 days,2012-08-17,Master,Married,30522,0,1,1,6,326,179,8,83,19,11,26,1,5,1,2,9,2,0,0,0,0,0,0,0,0,3,11
620,2782,1961,63,4013 days,2013-07-11,PhD,Married,54456,0,1,1,23,404,352,0,27,10,0,15,1,3,6,1,7,6,0,0,0,0,0,0,0,0,3,11
621,6941,1971,53,4010 days,2013-07-14,Graduation,Single,31632,0,0,0,92,95,17,8,12,11,15,32,0,1,2,1,2,7,0,0,0,0,0,0,0,0,3,11
622,10972,1949,75,3771 days,2014-03-10,Graduation,Widow,72298,0,0,0,52,939,625,35,169,58,17,35,0,1,4,3,6,1,0,0,0,1,1,0,2,0,3,11
623,10708,1978,46,3843 days,2013-12-28,2n Cycle,Single,36975,1,0,1,50,33,10,6,11,0,4,2,0,1,1,0,3,7,0,0,0,0,0,0,0,0,3,11
624,6583,1955,69,4051 days,2013-06-03,2n Cycle,Married,72635,0,0,0,54,981,390,22,323,104,35,107,0,1,6,8,6,3,1,0,0,0,0,0,1,0,3,11
625,3641,1976,48,4185 days,2013-01-20,Graduation,Married,13624,1,0,1,93,36,10,2,15,2,1,6,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
626,10156,1975,49,4051 days,2013-06-03,Graduation,Single,84196,0,1,1,56,1237,215,63,507,231,31,190,0,1,8,4,7,3,0,0,0,0,0,0,0,0,3,11
627,4299,1960,64,4306 days,2012-09-21,Graduation,Together,70971,0,1,1,28,1825,1001,17,572,93,125,17,1,7,11,11,5,7,0,0,0,0,0,1,1,0,3,11
628,3469,1977,47,4321 days,2012-09-06,PhD,Divorced,34487,1,1,2,94,103,19,18,33,24,1,8,0,3,3,0,3,9,0,0,0,0,0,0,0,0,3,11
629,5063,1977,47,4218 days,2012-12-18,Graduation,Single,28769,1,0,1,76,191,41,5,129,10,3,3,0,3,4,1,4,9,0,0,0,0,0,0,0,0,3,11
630,10727,1970,54,3882 days,2013-11-19,PhD,Married,69084,1,0,1,43,1586,1181,107,199,39,30,30,0,2,7,3,13,8,0,0,0,0,0,0,0,0,3,11
631,9624,1958,66,3676 days,2014-06-13,PhD,Together,65488,0,0,0,46,963,603,45,207,36,18,54,0,1,3,4,6,1,0,0,0,0,0,0,0,0,3,11
632,5156,1970,54,3825 days,2014-01-15,2n Cycle,Married,62466,0,1,1,13,889,129,129,259,168,121,83,1,5,6,3,12,4,0,0,0,0,0,0,0,0,3,11
633,4376,1960,64,3794 days,2014-02-15,2n Cycle,Single,32218,0,0,0,27,93,10,24,15,13,1,30,1,1,2,1,3,7,0,0,1,0,0,1,2,0,3,11
634,8923,1973,51,4097 days,2013-04-18,Graduation,Single,83917,0,0,0,12,1587,514,22,732,42,198,79,1,1,6,7,7,3,0,0,0,0,0,1,1,0,3,11
635,8461,1962,62,3771 days,2014-03-10,Graduation,Divorced,46102,2,1,3,3,16,14,0,1,0,0,1,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
636,6945,1952,72,4050 days,2013-06-04,Graduation,Single,84574,0,0,0,72,1375,387,20,713,38,54,163,0,1,9,11,11,5,0,0,0,0,0,0,0,0,3,11
637,944,1962,62,4197 days,2013-01-08,Graduation,Married,56181,0,1,1,6,393,121,103,69,8,44,48,1,1,4,2,7,4,0,0,0,0,0,0,0,0,3,11
638,1907,1950,74,4299 days,2012-09-28,Master,Divorced,63120,0,1,1,53,1477,965,69,279,54,41,69,0,5,8,4,9,7,0,0,0,0,0,1,1,0,3,11
639,701,1971,53,3895 days,2013-11-06,Graduation,Married,73691,0,1,1,58,1179,707,21,250,85,43,73,0,2,6,2,8,2,0,0,1,0,0,0,1,0,3,11
640,3856,1960,64,4292 days,2012-10-05,Graduation,Together,63381,0,1,1,78,1005,571,50,142,33,50,159,0,4,4,5,13,2,0,0,0,0,0,0,0,0,3,11
641,4149,1948,76,3707 days,2014-05-13,PhD,Together,76140,0,0,0,57,1348,586,66,653,17,0,26,0,1,5,9,6,2,0,0,0,0,0,0,0,0,3,11
642,2131,1959,65,4206 days,2012-12-30,PhD,Divorced,62859,0,1,1,37,1307,1063,89,102,16,12,25,0,4,9,4,6,6,0,0,0,0,0,0,0,0,3,11
643,2942,1964,60,4078 days,2013-05-07,Graduation,Single,45906,0,1,1,20,486,305,3,27,4,3,144,1,2,5,4,4,5,0,0,1,0,0,0,1,0,3,11
644,1173,1947,77,4136 days,2013-03-10,Master,Together,77632,0,0,0,73,2252,1200,105,758,0,42,147,0,1,4,2,6,2,0,0,0,1,1,1,3,0,3,11
645,4381,1971,53,3975 days,2013-08-18,PhD,Married,46463,1,1,2,56,235,163,2,40,8,11,11,0,7,3,1,6,6,0,0,0,0,0,0,0,0,3,11
646,4611,1970,54,4184 days,2013-01-21,Graduation,Together,105471,0,0,0,36,1724,1009,181,104,202,21,207,0,0,9,8,13,3,1,0,0,0,1,1,3,0,3,11
647,3376,1970,54,3858 days,2013-12-13,Master,Divorced,55282,1,0,1,9,235,125,6,73,8,4,19,1,1,3,1,6,4,0,0,0,0,0,0,0,0,3,11
648,4679,1977,47,3697 days,2014-05-23,Master,Married,78710,0,1,1,42,1092,721,0,152,119,50,50,0,3,7,6,12,4,0,0,0,0,0,0,0,0,3,11
649,10928,1958,66,3946 days,2013-09-16,Graduation,Together,66886,0,1,1,28,599,315,4,62,41,31,146,1,2,7,1,7,5,0,0,0,0,0,0,0,0,3,11
650,4248,1960,64,3792 days,2014-02-17,Master,Single,98777,0,0,0,23,2008,1000,19,711,125,115,38,1,0,4,6,9,1,0,0,0,1,0,0,1,0,3,11
651,6728,1985,39,4331 days,2012-08-27,Graduation,Together,29103,1,0,1,38,48,16,0,17,6,3,6,0,2,1,0,3,9,0,0,0,0,0,0,0,0,3,11
652,6661,1974,50,4346 days,2012-08-12,Graduation,Married,67445,0,1,1,63,1174,757,80,217,29,80,11,0,5,9,6,12,6,0,0,0,0,0,0,0,0,3,11
653,4725,1950,74,3737 days,2014-04-13,PhD,Together,50616,0,1,1,71,67,30,2,25,0,1,9,0,1,1,1,4,2,0,0,0,0,0,0,0,0,3,11
654,3277,1955,69,4355 days,2012-08-03,Graduation,Divorced,49431,0,1,1,9,365,219,3,100,26,0,17,1,2,7,1,5,8,0,0,0,0,0,0,0,0,3,11
655,5555,1975,49,3802 days,2014-02-07,Graduation,Divorced,153924,0,0,0,81,6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11
656,2564,1953,71,3836 days,2014-01-04,Graduation,Together,61278,0,1,1,87,165,111,3,28,2,6,15,0,2,3,1,4,6,0,0,0,0,0,0,0,0,3,11
657,946,1958,66,4305 days,2012-09-22,2n Cycle,Together,26490,0,0,0,92,210,45,47,52,21,20,25,0,2,3,1,5,6,0,0,0,0,0,0,0,0,3,11
658,3867,1947,77,3962 days,2013-08-31,PhD,Together,73059,0,1,1,36,1095,410,112,420,0,82,71,0,1,9,3,13,4,0,0,0,0,0,0,0,0,3,11
659,6940,1966,58,3911 days,2013-10-21,PhD,Single,46734,1,2,3,86,223,100,1,39,6,1,76,0,4,3,2,3,6,0,0,1,0,0,0,1,0,3,11
660,55,1963,61,4229 days,2012-12-07,Graduation,Together,56253,0,1,1,83,597,509,0,65,7,11,5,0,4,7,2,9,6,0,0,0,0,0,0,0,0,3,11
661,7093,1985,39,3887 days,2013-11-14,Graduation,Married,19986,1,0,1,74,22,3,6,5,0,2,6,0,1,0,0,3,7,0,0,0,0,0,0,0,0,3,11
662,5084,1975,49,3846 days,2013-12-25,Graduation,Widow,58330,0,1,1,87,1064,445,53,213,104,98,151,0,1,6,4,13,4,0,0,0,0,0,0,0,0,3,11
663,1777,1980,44,4320 days,2012-09-07,Basic,Married,25965,0,0,0,29,74,2,2,11,41,7,11,1,1,2,0,3,8,0,0,0,0,0,0,0,0,3,11
664,8162,1956,68,4204 days,2013-01-01,Master,Together,14661,0,0,0,88,26,4,1,11,6,2,2,0,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
665,10826,1959,65,4208 days,2012-12-28,Graduation,Married,18690,0,0,0,77,60,6,1,7,23,4,19,0,1,1,1,2,8,0,0,0,0,0,0,0,0,3,11
666,8754,1974,50,4069 days,2013-05-16,PhD,Together,45068,0,1,1,25,20,14,0,3,0,0,3,1,1,1,0,2,7,0,0,0,0,0,0,0,0,3,11
667,1987,1987,37,3937 days,2013-09-25,Basic,Single,21063,1,0,1,34,59,1,10,11,19,3,15,0,2,2,0,3,6,0,0,0,0,0,0,0,0,3,11
668,11007,1968,56,4076 days,2013-05-09,PhD,Married,29187,1,0,1,43,34,26,0,6,0,0,2,0,1,1,0,3,8,0,0,0,0,0,0,0,0,3,11
669,7426,1971,53,3894 days,2013-11-07,2n Cycle,Married,54690,1,1,2,76,198,111,16,37,7,9,18,0,3,3,1,5,3,0,0,0,0,0,0,0,0,3,11
670,9153,1964,60,3995 days,2013-07-29,PhD,Married,59304,0,1,1,81,1048,418,61,428,80,51,10,0,3,7,8,10,5,0,0,0,0,0,0,0,0,3,11
671,10379,1962,62,3893 days,2013-11-08,Master,Single,59247,0,2,2,87,574,327,9,122,19,14,83,0,5,5,2,9,6,0,0,0,0,0,0,0,0,3,11
672,9204,1970,54,4315 days,2012-09-12,Graduation,Widow,66731,0,1,1,33,1029,371,159,194,58,106,141,0,4,4,3,6,3,0,0,0,0,0,0,0,0,3,11
673,3197,1980,44,3855 days,2013-12-16,Graduation,Married,77353,0,1,1,38,670,275,59,107,69,101,59,0,2,6,4,8,4,0,0,0,0,0,0,0,0,3,11
674,2920,1975,49,4235 days,2012-12-01,PhD,Single,52614,0,1,1,63,990,789,0,142,12,9,38,0,2,2,4,8,8,0,0,0,0,0,0,0,0,3,11
675,6961,1974,50,3698 days,2014-05-22,Graduation,Married,26751,2,0,2,26,11,1,1,5,0,3,1,1,1,1,0,2,8,0,0,0,0,0,0,0,0,3,11
676,4673,1963,61,4267 days,2012-10-30,PhD,Married,81300,0,1,1,17,1241,1004,12,145,32,12,36,1,3,10,3,5,5,1,0,0,0,0,1,2,0,3,11
677,9937,1979,45,3838 days,2014-01-02,Graduation,Single,70337,0,0,0,75,576,187,81,149,25,43,91,0,1,2,2,12,1,0,0,0,0,0,0,0,0,3,11
678,8779,1985,39,4038 days,2013-06-16,2n Cycle,Married,36145,1,0,1,13,172,56,4,76,17,1,18,1,4,4,1,3,9,0,0,1,0,0,1,2,0,3,11
679,9596,1980,44,3848 days,2013-12-23,PhD,Single,65295,0,0,0,19,664,365,32,117,34,110,6,1,1,3,3,13,2,0,0,0,0,0,0,0,0,3,11
680,2891,1963,61,3914 days,2013-10-18,Graduation,Divorced,68118,0,1,1,51,928,595,23,123,10,23,154,0,2,8,9,4,6,0,0,0,0,0,0,0,0,3,11
681,4910,1967,57,4328 days,2012-08-30,Graduation,Divorced,68743,0,0,0,81,2074,1132,134,384,175,134,115,0,1,11,5,13,7,0,0,0,0,0,0,0,0,3,11
682,75,1982,42,3999 days,2013-07-25,2n Cycle,Together,41039,0,0,0,32,467,34,11,137,179,61,45,0,1,8,1,5,8,0,0,0,0,0,0,0,0,3,11
683,10120,1955,69,3908 days,2013-10-24,Graduation,Together,38946,0,1,1,84,257,116,6,82,6,6,41,0,2,3,1,6,5,0,0,0,0,0,0,0,0,3,11
684,6327,1967,57,3852 days,2013-12-19,Graduation,Together,65777,0,0,0,87,1146,565,32,435,28,32,54,0,1,2,8,6,1,0,0,0,0,0,0,0,0,3,11
685,10142,1976,48,4139 days,2013-03-07,PhD,Divorced,66476,0,1,1,99,689,372,18,126,47,48,78,0,2,5,2,11,4,0,0,0,0,0,0,0,0,3,11
686,9826,1972,52,4315 days,2012-09-12,PhD,Single,86857,0,0,0,96,2114,899,102,838,133,102,40,0,1,5,6,10,2,0,0,0,0,0,1,1,0,3,11
687,1501,1982,42,4354 days,2012-08-04,PhD,Married,160803,0,0,0,21,1717,55,16,1622,17,3,4,1,15,0,28,1,0,0,0,0,0,0,0,0,0,3,11
688,10767,1989,35,3704 days,2014-05-16,PhD,Together,77845,0,0,0,40,1346,760,40,480,0,40,26,0,1,3,5,12,1,1,0,0,0,1,0,2,0,3,11
689,7279,1969,55,3932 days,2013-09-30,PhD,Together,69476,0,0,0,3,1044,260,86,559,63,9,67,1,1,4,6,4,2,0,0,0,0,0,0,0,0,3,11
690,7230,1960,64,4293 days,2012-10-04,PhD,Divorced,50611,0,1,1,98,493,459,0,24,6,0,4,0,6,4,5,7,6,0,0,0,1,0,1,2,0,3,11
691,143,1970,54,3968 days,2013-08-25,Graduation,Single,61209,0,0,0,73,957,466,0,224,119,49,99,0,1,5,3,4,2,0,0,0,0,0,0,0,0,3,11
692,450,1958,66,4012 days,2013-07-12,Master,Together,42315,0,1,1,90,270,67,15,80,17,11,80,0,3,1,4,4,3,0,0,0,0,0,0,0,0,3,11
693,9316,1952,72,3899 days,2013-11-02,Basic,Together,13084,0,0,0,29,29,2,0,7,3,7,10,1,1,1,0,3,6,0,0,0,0,0,0,0,0,3,11
694,6379,1949,75,4056 days,2013-05-29,Master,Widow,47570,1,1,2,3,121,67,1,20,0,2,31,1,3,2,2,2,7,0,0,0,0,0,1,1,0,3,11
695,9239,1961,63,3998 days,2013-07-26,Master,Married,61923,0,2,2,94,126,92,4,18,3,3,6,0,1,2,1,4,3,0,0,0,0,0,0,0,0,3,11
696,8315,1995,29,3755 days,2014-03-26,Graduation,Single,34824,0,0,0,65,23,4,2,11,2,0,4,0,1,1,0,2,6,0,0,0,0,0,0,0,0,3,11
697,2868,1949,75,4107 days,2013-04-08,PhD,Single,26518,1,1,2,33,57,20,1,28,3,3,2,0,3,2,0,3,8,0,0,0,0,0,1,1,0,3,11
698,10888,1961,63,3898 days,2013-11-03,Graduation,Single,45938,0,0,0,46,636,273,11,178,62,83,29,0,2,8,4,6,6,0,0,0,0,0,0,0,0,3,11
699,1277,1960,64,3741 days,2014-04-09,Graduation,Together,78468,0,0,0,29,1004,434,22,388,104,22,34,1,1,10,7,10,4,1,0,0,0,0,0,1,0,3,11
700,9977,1973,51,3945 days,2013-09-17,Graduation,Divorced,78901,0,1,1,99,734,321,11,309,33,26,34,0,3,9,3,5,4,0,0,0,0,0,0,0,0,3,11
701,10196,1978,46,3769 days,2014-03-12,Graduation,Married,71427,2,0,2,26,614,212,123,177,15,64,23,1,2,8,2,8,4,0,0,0,0,0,0,0,0,3,11
702,6384,1978,46,3798 days,2014-02-11,Graduation,Divorced,71022,0,1,1,30,1453,909,12,278,0,12,242,0,3,5,2,11,8,0,0,1,0,0,0,1,0,3,11
703,8029,1988,36,3721 days,2014-04-29,Master,Single,90247,0,0,0,27,1621,1184,32,352,21,16,16,1,1,3,4,7,1,1,0,0,1,1,1,4,0,3,11
704,968,1968,56,3845 days,2013-12-26,Master,Divorced,41335,1,0,1,24,187,112,19,21,16,14,5,1,3,4,1,4,7,0,0,0,0,0,0,0,0,3,11
705,6988,1986,38,4195 days,2013-01-10,Graduation,Married,71952,1,0,1,93,1443,656,80,455,52,107,93,0,2,8,4,8,4,0,0,1,0,1,0,2,0,3,11
